,0
2998,1
2999,1
3000,2
3001,0
3002,0
3003,0
3004,2
3005,1
3006,2
3007,1
3008,0
3009,1
3010,2
3011,1
3012,1
3013,0
3014,0
3015,1
3016,1
3017,0
3018,0
3019,1
3020,2
3021,0
3022,0
3023,0
3024,1
3025,0
3026,0
3027,0
3028,2
3029,0
3030,0
3031,0
3032,0
3033,2
3034,0
3035,2
3036,0
3037,0
3038,1
3039,1
3040,0
3041,1
3042,0
3043,0
3044,2
3045,0
3046,1
3047,1
3048,2
3049,1
3050,2
3051,2
3052,2
3053,0
3054,1
3055,2
3056,0
3057,1
3058,1
3059,1
3060,1
3061,0
3062,2
3063,0
3064,1
3065,2
3066,0
3067,1
3068,2
3069,2
3070,0
3071,1
3072,0
3073,1
3074,1
3075,1
3076,1
3077,1
3078,1
3079,2
3080,1
3081,1
3082,2
3083,1
3084,2
3085,0
3086,0
3087,2
3088,2
3089,0
3090,0
3091,0
3092,1
3093,1
3094,0
3095,1
3096,0
3097,1
3098,1
3099,2
3100,1
3101,1
3102,0
3103,0
3104,1
3105,1
3106,1
3107,0
3108,2
3109,0
3110,1
3111,1
3112,1
3113,2
3114,0
3115,2
3116,0
3117,2
3118,0
3119,2
3120,1
3121,1
3122,1
3123,1
3124,1
3125,0
3126,1
3127,0
3128,2
3129,1
3130,0
3131,1
3132,0
3133,0
3134,1
3135,0
3136,0
3137,1
3138,0
3139,1
3140,0
3141,1
3142,1
3143,1
3144,2
3145,1
3146,0
3147,1
3148,1
3149,0
3150,0
3151,1
3152,1
3153,1
3154,2
3155,0
3156,1
3157,0
3158,0
3159,1
3160,0
3161,2
3162,1
3163,1
3164,1
3165,2
3166,1
3167,0
3168,1
3169,1
3170,0
3171,1
3172,1
3173,2
3174,2
3175,0
3176,1
3177,1
3178,1
3179,0
3180,1
3181,1
3182,0
3183,2
3184,0
3185,0
3186,2
3187,1
3188,0
3189,0
3190,2
3191,0
3192,2
3193,0
3194,2
3195,2
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,1
3203,0
3204,0
3205,2
3206,0
3207,2
3208,0
3209,0
3210,1
3211,1
3212,1
3213,1
3214,0
3215,1
3216,1
3217,0
3218,2
3219,2
3220,0
3221,0
3222,1
3223,1
3224,0
3225,1
3226,0
3227,1
3228,0
3229,1
3230,2
3231,1
3232,0
3233,1
3234,1
3235,0
3236,1
3237,1
3238,0
3239,0
3240,0
3241,0
3242,0
3243,1
3244,0
3245,0
3246,1
3247,1
3248,1
3249,2
3250,1
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,1
3258,0
3259,0
3260,1
3261,1
3262,2
3263,1
3264,0
3265,1
3266,0
3267,1
3268,1
3269,2
3270,2
3271,1
3272,0
3273,1
3274,0
3275,2
3276,1
3277,1
3278,2
3279,0
3280,1
3281,1
3282,0
3283,0
3284,1
3285,0
3286,1
3287,1
3288,1
3289,2
3290,2
3291,1
3292,1
3293,2
3294,1
3295,0
3296,0
3297,2
3298,2
3299,0
3300,1
3301,0
3302,1
3303,1
3304,1
3305,0
3306,2
3307,1
3308,2
3309,2
3310,1
3311,1
3312,1
3313,1
3314,0
3315,0
3316,2
3317,0
3318,1
3319,1
3320,1
3321,1
3322,1
3323,0
3324,1
3325,0
3326,1
3327,1
3328,1
3329,1
3330,0
3331,2
3332,1
3333,0
3334,1
3335,2
3336,0
3337,0
3338,1
3339,0
3340,1
3341,1
3342,1
3343,2
3344,1
3345,1
3346,0
3347,1
3348,0
3349,0
3350,2
3351,1
3352,0
3353,0
3354,1
3355,1
3356,1
3357,1
3358,1
3359,1
3360,0
3361,1
3362,0
3363,1
3364,1
3365,1
3366,1
3367,0
3368,1
3369,0
3370,1
3371,2
3372,1
3373,1
3374,0
3375,0
3376,2
3377,1
3378,2
3379,1
3380,2
3381,0
3382,1
3383,2
3384,2
3385,1
3386,0
3387,0
3388,0
3389,2
3390,0
3391,0
3392,0
3393,1
3394,2
3395,0
3396,1
3397,0
3398,0
3399,2
3400,2
3401,0
3402,2
3403,1
3404,0
3405,2
3406,1
3407,0
3408,1
3409,2
3410,1
3411,1
3412,0
3413,1
3414,2
3415,2
3416,1
3417,1
3418,1
3419,1
3420,1
3421,1
3422,0
3423,0
3424,1
3425,0
3426,1
3427,1
3428,1
3429,2
3430,2
3431,2
3432,0
3433,0
3434,0
3435,1
3436,0
3437,0
3438,2
3439,1
3440,1
3441,0
3442,1
3443,0
3444,1
3445,2
3446,2
3447,2
3448,2
3449,1
3450,1
3451,1
3452,0
3453,1
3454,1
3455,0
3456,0
3457,1
3458,1
3459,2
3460,0
3461,2
3462,2
3463,0
3464,1
3465,0
3466,1
3467,1
3468,1
3469,2
3470,0
3471,1
3472,0
3473,2
3474,0
3475,1
3476,1
3477,1
3478,1
3479,1
3480,2
3481,1
3482,1
3483,1
3484,1
3485,0
3486,1
3487,2
3488,0
3489,2
3490,0
3491,0
3492,1
3493,1
3494,1
3495,0
3496,1
3497,1
3498,2
3499,1
3500,1
3501,0
3502,1
3503,1
3504,2
3505,2
3506,0
3507,1
3508,1
3509,1
3510,1
3511,1
3512,0
3513,1
3514,2
3515,1
3516,1
3517,1
3518,2
3519,0
3520,1
3521,0
3522,0
3523,0
3524,2
3525,1
3526,1
3527,1
3528,0
3529,1
3530,0
3531,1
3532,1
3533,0
3534,1
3535,0
3536,0
3537,1
3538,1
3539,0
3540,1
3541,0
3542,1
3543,0
3544,0
3545,1
3546,0
3547,0
3548,2
3549,0
3550,0
3551,0
3552,1
3553,1
3554,0
3555,0
3556,1
3557,0
3558,0
3559,2
3560,1
3561,0
3562,1
3563,0
3564,1
3565,0
3566,2
3567,2
3568,1
3569,1
3570,1
3571,0
3572,0
3573,2
3574,1
3575,2
3576,0
3577,1
3578,1
3579,1
3580,0
3581,1
3582,1
3583,0
3584,0
3585,1
3586,2
3587,2
3588,0
3589,1
3590,2
3591,1
3592,1
3593,0
3594,1
3595,1
3596,1
3597,0
3598,0
3599,1
3600,0
3601,2
3602,0
3603,1
3604,2
3605,2
3606,1
3607,2
3608,1
3609,1
3610,0
3611,1
3612,2
3613,2
3614,1
3615,0
3616,0
3617,0
3618,1
3619,0
3620,1
3621,1
3622,0
3623,0
3624,1
3625,1
3626,1
3627,1
3628,0
3629,0
3630,1
3631,1
3632,1
3633,1
3634,1
3635,1
3636,1
3637,2
3638,0
3639,1
3640,2
3641,0
3642,0
3643,1
3644,1
3645,0
3646,1
3647,1
3648,0
3649,1
3650,0
3651,1
3652,0
3653,0
3654,1
3655,0
3656,0
3657,1
3658,1
3659,1
3660,2
3661,0
3662,0
3663,1
3664,0
3665,1
3666,0
3667,1
3668,1
3669,2
3670,1
3671,2
3672,0
3673,2
3674,2
3675,1
3676,0
3677,0
3678,2
3679,1
3680,2
3681,1
3682,2
3683,0
3684,1
3685,0
3686,1
3687,2
3688,0
3689,1
3690,1
3691,1
3692,0
3693,1
3694,0
3695,0
3696,1
3697,0
3698,1
3699,0
3700,1
3701,2
3702,0
3703,1
3704,2
3705,1
3706,1
3707,1
3708,0
3709,1
3710,2
3711,2
3712,2
3713,1
3714,1
3715,0
3716,2
3717,1
3718,1
3719,1
3720,1
3721,0
3722,1
3723,1
3724,2
3725,1
3726,0
3727,1
3728,2
3729,0
3730,0
3731,1
3732,1
3733,0
3734,1
3735,0
3736,0
3737,1
3738,0
3739,2
3740,1
3741,1
3742,2
3743,1
3744,0
3745,1
3746,2
3747,2
3748,1
3749,0
3750,0
3751,1
3752,1
3753,0
3754,0
3755,1
3756,2
3757,0
3758,0
3759,0
3760,2
3761,0
3762,0
3763,2
3764,1
3765,1
3766,2
3767,0
3768,0
3769,0
3770,1
3771,0
3772,1
3773,0
3774,0
3775,0
3776,1
3777,1
3778,1
3779,0
3780,1
3781,0
3782,1
3783,2
3784,1
3785,1
3786,1
3787,1
3788,1
3789,1
3790,0
3791,1
3792,0
3793,2
3794,1
3795,2
3796,2
3797,0
3798,2
3799,1
3800,1
3801,0
3802,2
3803,1
3804,1
3805,0
3806,0
3807,0
3808,1
3809,0
3810,2
3811,1
3812,1
3813,1
3814,1
3815,0
3816,0
3817,1
3818,1
3819,0
3820,0
3821,0
3822,0
3823,0
3824,2
3825,0
3826,2
3827,1
3828,0
3829,0
3830,1
3831,0
3832,1
3833,1
3834,1
3835,1
3836,1
3837,2
3838,1
3839,1
3840,0
3841,1
3842,1
3843,0
3844,1
3845,1
3846,1
3847,0
3848,2
3849,2
3850,0
3851,0
3852,0
3853,2
3854,1
3855,1
3856,1
3857,1
3858,0
3859,0
3860,0
3861,1
3862,1
3863,1
3864,1
3865,1
3866,2
3867,1
3868,1
3869,0
3870,1
3871,2
3872,0
3873,2
3874,0
3875,1
3876,2
3877,2
3878,1
3879,0
3880,0
3881,1
3882,1
3883,0
3884,1
3885,0
3886,2
3887,1
3888,0
3889,2
3890,2
3891,2
3892,1
3893,0
3894,1
3895,0
3896,2
3897,0
3898,1
3899,2
3900,0
3901,0
3902,1
3903,1
3904,0
3905,2
3906,1
3907,1
3908,0
3909,1
3910,2
3911,0
3912,1
3913,1
3914,1
3915,1
3916,1
3917,0
3918,0
3919,1
3920,1
3921,0
3922,0
3923,1
3924,0
3925,1
3926,1
3927,1
3928,1
3929,0
3930,1
3931,0
3932,1
3933,2
3934,0
3935,0
3936,2
3937,0
3938,1
3939,0
3940,1
3941,1
3942,1
3943,0
3944,2
3945,1
3946,1
3947,2
3948,0
3949,0
3950,0
3951,0
3952,1
3953,0
3954,2
3955,0
3956,0
3957,1
3958,0
3959,2
3960,0
3961,2
3962,0
3963,2
3964,0
3965,1
3966,0
3967,1
3968,1
3969,2
3970,0
3971,1
3972,2
3973,0
3974,0
3975,1
3976,0
3977,1
3978,1
3979,1
3980,0
3981,1
3982,0
3983,0
3984,1
3985,0
3986,1
3987,0
3988,2
3989,2
3990,2
3991,1
3992,0
3993,2
3994,1
3995,2
3996,0
3997,1
3998,0
3999,1
4000,2
4001,0
4002,2
4003,1
4004,0
4005,1
4006,1
4007,1
4008,0
4009,1
4010,0
4011,0
4012,2
4013,1
4014,1
4015,2
4016,0
4017,1
4018,1
4019,0
4020,1
4021,1
4022,1
4023,2
4024,0
4025,1
4026,2
4027,1
4028,0
4029,0
4030,2
4031,0
4032,1
4033,1
4034,0
4035,1
4036,0
4037,0
4038,0
4039,0
4040,0
4041,0
4042,0
4043,1
4044,1
4045,1
4046,0
4047,0
4048,1
4049,0
4050,1
4051,0
4052,2
4053,1
4054,0
4055,1
4056,2
4057,1
4058,0
4059,1
4060,0
4061,0
4062,0
4063,2
4064,0
4065,1
4066,2
4067,2
4068,2
4069,1
4070,0
4071,1
4072,0
4073,1
4074,2
4075,0
4076,0
4077,2
4078,0
4079,0
4080,0
4081,2
4082,1
4083,1
4084,2
4085,1
4086,2
4087,2
4088,1
4089,1
4090,1
4091,1
4092,0
4093,2
4094,1
4095,1
4096,1
4097,1
4098,0
4099,0
4100,0
4101,1
4102,2
4103,0
4104,0
4105,0
4106,1
4107,1
4108,0
4109,1
4110,2
4111,0
4112,2
4113,1
4114,0
4115,1
4116,1
4117,1
4118,1
4119,1
4120,0
4121,2
4122,1
4123,0
4124,2
4125,1
4126,2
4127,1
4128,0
4129,1
4130,1
4131,1
4132,2
4133,0
4134,0
4135,1
4136,0
4137,2
4138,0
4139,1
4140,1
4141,2
4142,1
4143,2
4144,0
4145,1
4146,1
4147,1
4148,2
4149,0
4150,1
4151,1
4152,0
4153,2
4154,1
4155,0
4156,0
4157,1
4158,1
4159,0
4160,0
4161,1
4162,0
4163,0
4164,0
4165,0
4166,0
4167,2
4168,1
4169,1
4170,0
4171,2
4172,1
4173,1
4174,2
4175,1
4176,2
4177,0
4178,2
4179,1
4180,0
4181,1
4182,1
4183,0
4184,0
4185,1
4186,1
4187,1
4188,0
4189,2
4190,1
4191,1
4192,1
4193,0
4194,0
4195,1
4196,0
4197,1
4198,1
4199,1
4200,1
4201,0
4202,2
4203,1
4204,2
4205,2
4206,1
4207,1
4208,1
4209,0
4210,0
4211,2
4212,1
4213,0
4214,0
4215,0
4216,1
4217,0
4218,0
4219,0
4220,0
4221,2
4222,2
4223,0
4224,0
4225,0
4226,0
4227,1
4228,0
4229,0
4230,2
4231,1
4232,0
4233,2
4234,1
4235,1
4236,0
4237,0
4238,1
4239,1
4240,2
4241,0
4242,1
4243,2
4244,2
4245,1
4246,0
4247,0
4248,1
4249,1
4250,1
4251,2
4252,0
4253,0
4254,0
4255,0
4256,2
4257,1
4258,0
4259,1
4260,0
4261,0
4262,2
4263,2
4264,1
4265,1
4266,0
4267,2
4268,1
4269,0
4270,0
4271,2
4272,1
4273,0
4274,0
4275,2
4276,1
4277,0
4278,1
4279,1
4280,1
4281,1
4282,1
4283,1
4284,0
4285,2
4286,1
4287,0
4288,0
4289,0
4290,1
4291,1
4292,2
4293,1
4294,1
4295,0
4296,1
4297,0
4298,1
4299,2
4300,0
4301,0
4302,0
4303,0
4304,0
4305,1
4306,2
4307,1
4308,0
4309,2
4310,0
4311,1
4312,2
4313,1
4314,2
4315,1
4316,1
4317,0
4318,0
4319,1
4320,2
4321,2
4322,1
4323,0
4324,2
4325,0
4326,0
4327,1
4328,1
4329,2
4330,1
4331,1
4332,0
4333,1
4334,1
4335,0
4336,2
4337,1
4338,2
4339,0
4340,0
4341,0
4342,1
4343,1
4344,1
4345,0
4346,2
4347,1
4348,1
4349,2
4350,1
4351,0
4352,1
4353,0
4354,1
4355,0
4356,0
4357,0
4358,1
4359,1
4360,0
4361,0
4362,0
4363,1
4364,0
4365,0
4366,1
4367,0
4368,1
4369,0
4370,2
4371,1
4372,0
4373,0
4374,0
4375,0
4376,0
4377,1
4378,2
4379,1
4380,2
4381,1
4382,0
4383,1
4384,0
4385,1
4386,0
4387,2
4388,0
4389,2
4390,2
4391,0
4392,0
4393,0
4394,2
4395,0
4396,1
4397,0
4398,0
4399,1
4400,1
4401,1
4402,0
4403,0
4404,1
4405,0
4406,2
4407,1
4408,1
4409,0
4410,1
4411,2
4412,0
4413,2
4414,1
4415,0
4416,1
4417,2
4418,2
4419,2
4420,2
4421,1
4422,2
4423,0
4424,0
4425,0
4426,2
4427,0
4428,1
4429,1
4430,1
4431,1
4432,1
4433,1
4434,1
4435,0
4436,1
4437,2
4438,1
4439,1
4440,0
4441,2
4442,1
4443,1
4444,0
4445,1
4446,2
4447,0
4448,0
4449,0
4450,0
4451,2
4452,1
4453,1
4454,0
4455,1
4456,0
4457,2
4458,2
4459,0
4460,0
4461,1
4462,0
4463,1
4464,0
4465,1
4466,2
4467,0
4468,2
4469,1
4470,1
4471,1
4472,2
4473,1
4474,1
4475,1
4476,1
4477,1
4478,1
4479,0
4480,0
4481,2
4482,1
4483,1
4484,1
4485,0
4486,2
4487,1
4488,2
4489,1
4490,2
4491,1
4492,1
4493,0
4494,1
4495,0
4496,0
4497,0
4498,0
4499,0
4500,1
4501,1
4502,2
4503,1
4504,1
4505,2
4506,0
4507,1
4508,0
4509,1
4510,2
4511,0
4512,0
4513,2
4514,0
4515,1
4516,0
4517,1
4518,1
4519,1
4520,1
4521,0
4522,1
4523,2
4524,1
4525,0
4526,1
4527,0
4528,1
4529,0
4530,2
4531,2
4532,2
4533,2
4534,2
4535,0
4536,0
4537,0
4538,1
4539,1
4540,0
4541,0
4542,0
4543,0
4544,1
4545,1
4546,2
4547,1
4548,1
4549,1
4550,1
4551,1
4552,2
4553,1
4554,2
4555,2
4556,2
4557,1
4558,0
4559,0
4560,0
4561,0
4562,1
4563,0
4564,2
4565,0
4566,1
4567,1
4568,0
4569,0
4570,0
4571,1
4572,1
4573,2
4574,1
4575,0
4576,2
4577,1
4578,1
4579,1
4580,0
4581,1
4582,0
4583,0
4584,2
4585,0
4586,0
4587,2
4588,0
4589,0
4590,1
4591,1
4592,1
4593,1
4594,1
4595,2
4596,1
4597,0
4598,1
4599,1
4600,0
4601,2
4602,0
4603,2
4604,0
4605,1
4606,0
4607,1
4608,0
4609,0
4610,1
4611,2
4612,2
4613,2
4614,0
4615,0
4616,1
4617,2
4618,1
4619,0
4620,0
4621,1
4622,0
4623,0
4624,1
4625,0
4626,0
4627,2
4628,1
4629,0
4630,0
4631,1
4632,0
4633,1
4634,1
4635,0
4636,0
4637,1
4638,2
4639,0
4640,1
4641,0
4642,2
4643,0
4644,0
4645,0
4646,1
4647,0
4648,2
4649,1
4650,1
4651,2
4652,2
4653,1
4654,1
4655,1
4656,0
4657,1
4658,1
4659,1
4660,1
4661,1
4662,0
4663,2
4664,1
4665,1
4666,0
4667,2
4668,2
4669,0
4670,1
4671,0
4672,2
4673,2
4674,0
4675,1
4676,2
4677,0
4678,0
4679,1
4680,0
4681,1
4682,1
4683,2
4684,1
4685,2
4686,1
4687,1
4688,1
4689,1
4690,2
4691,1
4692,1
4693,1
4694,0
4695,2
4696,1
4697,1
4698,0
4699,2
4700,1
4701,1
4702,1
4703,0
4704,2
4705,0
4706,1
4707,0
4708,2
4709,2
4710,0
4711,1
4712,2
4713,1
4714,0
4715,2
4716,0
4717,1
4718,1
4719,2
4720,0
4721,1
4722,0
4723,2
4724,0
4725,1
4726,0
4727,0
4728,1
4729,1
4730,1
4731,0
4732,0
4733,1
4734,1
4735,2
4736,1
4737,2
4738,0
4739,0
4740,2
4741,0
4742,1
4743,1
4744,0
4745,0
4746,0
4747,0
4748,0
4749,2
4750,0
4751,1
4752,2
4753,1
4754,2
4755,0
4756,2
4757,2
4758,0
4759,2
4760,2
4761,1
4762,0
4763,0
4764,0
4765,0
4766,2
4767,1
4768,1
4769,2
4770,1
4771,0
4772,0
4773,1
4774,1
4775,1
4776,1
4777,2
4778,2
4779,1
4780,0
4781,2
4782,0
4783,0
4784,1
4785,1
4786,0
4787,1
4788,0
4789,1
4790,1
4791,1
4792,0
4793,2
4794,2
4795,0
4796,0
4797,0
4798,0
4799,1
4800,2
4801,1
4802,0
4803,0
4804,2
4805,1
4806,0
4807,1
4808,1
4809,0
4810,0
4811,1
4812,1
4813,2
4814,0
4815,0
4816,1
4817,1
4818,2
4819,0
4820,0
4821,0
4822,1
4823,1
4824,1
4825,1
4826,0
4827,2
4828,1
4829,1
4830,1
4831,0
4832,1
4833,0
4834,1
4835,1
4836,0
4837,0
4838,1
4839,1
4840,1
4841,2
4842,1
4843,0
4844,2
4845,1
4846,1
4847,2
4848,0
4849,1
4850,0
4851,1
4852,0
4853,0
4854,1
4855,2
4856,0
4857,2
4858,1
4859,0
4860,2
4861,2
4862,0
4863,0
4864,2
4865,0
4866,1
4867,2
4868,1
4869,1
4870,0
4871,0
4872,0
4873,2
4874,0
4875,0
4876,1
4877,1
4878,0
4879,2
4880,1
4881,1
4882,1
4883,0
4884,0
4885,1
4886,0
4887,0
4888,1
4889,0
4890,1
4891,1
4892,0
4893,0
4894,2
4895,2
4896,1
4897,0
4898,2
4899,1
4900,1
4901,2
4902,1
4903,2
4904,0
4905,1
4906,0
4907,1
4908,0
4909,1
4910,1
4911,1
4912,0
4913,0
4914,0
4915,1
4916,1
4917,2
4918,0
4919,0
4920,1
4921,2
4922,0
4923,1
4924,1
4925,0
4926,1
4927,1
4928,1
4929,2
4930,0
4931,1
4932,1
4933,2
4934,2
4935,2
4936,0
4937,1
4938,1
4939,1
4940,2
4941,0
4942,1
4943,0
4944,0
4945,0
4946,1
4947,1
4948,0
4949,1
4950,0
4951,1
4952,1
4953,1
4954,0
4955,2
4956,0
4957,0
4958,1
4959,2
4960,2
4961,1
4962,2
4963,1
4964,0
4965,0
4966,0
4967,0
4968,1
4969,1
4970,0
4971,1
4972,1
4973,0
4974,2
4975,1
4976,0
4977,0
4978,0
4979,1
4980,0
4981,1
4982,1
4983,1
4984,0
4985,0
4986,2
4987,1
4988,0
4989,1
4990,0
4991,1
4992,0
4993,2
4994,0
4995,1
4996,1
4997,1
4998,2
4999,1
5000,1
5001,1
5002,1
5003,0
5004,0
5005,1
5006,1
5007,1
5008,0
5009,1
5010,1
5011,0
5012,2
5013,0
5014,1
5015,1
5016,0
5017,1
5018,2
5019,1
5020,0
5021,1
5022,2
5023,0
5024,1
5025,0
5026,1
5027,0
5028,0
5029,0
5030,0
5031,1
5032,0
5033,1
5034,0
5035,1
5036,1
5037,1
5038,0
5039,1
5040,0
5041,2
5042,0
5043,1
5044,2
5045,0
5046,2
5047,0
5048,1
5049,1
5050,1
5051,0
5052,2
5053,0
5054,0
5055,0
5056,1
5057,1
5058,1
5059,1
5060,0
5061,1
5062,1
5063,1
5064,0
5065,2
5066,0
5067,1
5068,2
5069,2
5070,0
5071,0
5072,1
5073,1
5074,0
5075,2
5076,1
5077,1
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,0
5085,1
5086,1
5087,1
5088,0
5089,0
5090,1
5091,0
5092,2
5093,1
5094,0
5095,2
5096,1
5097,0
5098,0
5099,1
5100,0
5101,1
5102,0
5103,1
5104,1
5105,1
5106,1
5107,2
5108,2
5109,2
5110,1
5111,1
5112,0
5113,1
5114,1
5115,1
5116,1
5117,2
5118,2
5119,1
5120,2
5121,1
5122,1
5123,0
5124,1
5125,1
5126,2
5127,1
5128,0
5129,0
5130,0
5131,1
5132,2
5133,2
5134,0
5135,1
5136,2
5137,1
5138,0
5139,0
5140,1
5141,0
5142,1
5143,0
5144,2
5145,1
5146,2
5147,0
5148,0
5149,1
5150,1
5151,1
5152,1
5153,2
5154,2
5155,1
5156,1
5157,2
5158,2
5159,1
5160,2
5161,0
5162,1
5163,1
5164,1
5165,0
5166,2
5167,0
5168,0
5169,1
5170,0
5171,1
5172,1
5173,0
5174,2
5175,2
5176,1
5177,2
5178,0
5179,2
5180,2
5181,1
5182,2
5183,1
5184,0
5185,1
5186,1
5187,1
5188,1
5189,1
5190,2
5191,1
5192,1
5193,2
5194,1
5195,0
5196,0
5197,1
5198,1
5199,1
5200,0
5201,0
5202,1
5203,2
5204,0
5205,2
5206,1
5207,1
5208,1
5209,0
5210,0
5211,1
5212,1
5213,0
5214,0
5215,1
5216,2
5217,0
5218,1
5219,1
5220,0
5221,1
5222,2
5223,1
5224,2
5225,1
5226,2
5227,1
5228,2
5229,0
5230,2
5231,0
5232,1
5233,1
5234,2
5235,1
5236,1
5237,0
5238,1
5239,1
5240,0
5241,2
5242,0
5243,1
5244,1
5245,2
5246,1
5247,0
5248,2
5249,0
5250,2
5251,2
5252,0
5253,1
5254,2
5255,1
5256,1
5257,1
5258,1
5259,0
5260,2
5261,0
5262,0
5263,1
5264,1
5265,2
5266,0
5267,1
5268,0
5269,0
5270,0
5271,1
5272,2
5273,1
5274,1
5275,2
5276,2
5277,2
5278,1
5279,0
5280,0
5281,1
5282,1
5283,0
5284,1
5285,1
5286,1
5287,2
5288,0
5289,2
5290,1
5291,0
5292,1
5293,0
5294,0
5295,1
5296,0
5297,0
5298,0
5299,0
5300,1
5301,2
5302,0
5303,1
5304,0
5305,1
5306,0
5307,1
5308,1
5309,2
5310,0
5311,1
5312,0
5313,2
5314,0
5315,1
5316,1
5317,1
5318,1
5319,2
5320,1
5321,0
5322,0
5323,1
5324,1
5325,1
5326,2
5327,0
5328,1
5329,0
5330,1
5331,2
5332,1
5333,2
5334,0
5335,1
5336,0
5337,1
5338,1
5339,2
5340,1
5341,2
5342,1
5343,2
5344,1
5345,2
5346,1
5347,1
5348,2
5349,2
5350,2
5351,0
5352,1
5353,1
5354,1
5355,1
5356,0
5357,1
5358,2
5359,1
5360,0
5361,1
5362,1
5363,2
5364,2
5365,1
5366,1
5367,1
5368,1
5369,0
5370,1
5371,1
5372,1
5373,1
5374,2
5375,1
5376,2
5377,1
5378,2
5379,1
5380,0
5381,0
5382,1
5383,0
5384,2
5385,2
5386,0
5387,1
5388,1
5389,2
5390,1
5391,1
5392,1
5393,0
5394,1
5395,2
5396,1
5397,2
5398,2
5399,1
5400,0
5401,1
5402,1
5403,2
5404,0
5405,2
5406,2
5407,1
5408,1
5409,1
5410,2
5411,0
5412,1
5413,0
5414,2
5415,0
5416,1
5417,1
5418,1
5419,0
5420,1
5421,0
5422,2
5423,1
5424,2
5425,2
5426,0
5427,0
5428,0
5429,1
5430,1
5431,1
5432,1
5433,1
5434,0
5435,2
5436,1
5437,1
5438,1
5439,1
5440,1
5441,0
5442,2
5443,0
5444,1
5445,2
5446,0
5447,0
5448,1
5449,0
5450,0
5451,1
5452,1
5453,0
5454,1
5455,0
5456,1
5457,1
5458,1
5459,0
5460,2
5461,1
5462,0
5463,2
5464,1
5465,1
5466,1
5467,1
5468,2
5469,1
5470,1
5471,1
5472,1
5473,0
5474,1
5475,1
5476,2
5477,2
5478,2
5479,0
5480,1
5481,1
5482,1
5483,1
5484,1
5485,1
5486,1
5487,1
5488,1
5489,1
5490,1
5491,2
5492,2
5493,1
5494,0
5495,1
5496,0
5497,0
5498,1
5499,0
5500,0
5501,1
5502,0
5503,1
5504,1
5505,1
5506,2
5507,1
5508,0
5509,2
5510,2
5511,0
5512,1
5513,0
5514,0
5515,0
5516,1
5517,1
5518,0
5519,0
5520,0
5521,1
5522,1
5523,0
5524,1
5525,0
5526,1
5527,1
5528,1
5529,0
5530,0
5531,1
5532,0
5533,1
5534,0
5535,1
5536,0
5537,0
5538,1
5539,1
5540,1
5541,1
5542,0
5543,1
5544,1
5545,2
5546,2
5547,2
5548,2
5549,1
5550,1
5551,2
5552,1
5553,1
5554,1
5555,1
5556,0
5557,2
5558,1
5559,1
5560,1
5561,0
5562,2
5563,1
5564,1
5565,1
5566,2
5567,0
5568,1
5569,0
5570,1
5571,0
5572,1
5573,0
5574,0
5575,0
5576,1
5577,0
5578,0
5579,1
5580,0
5581,2
5582,0
5583,2
5584,2
5585,1
5586,1
5587,2
5588,1
5589,2
5590,0
5591,1
5592,0
5593,0
5594,0
5595,1
5596,0
5597,0
5598,2
5599,1
5600,2
5601,2
5602,2
5603,0
5604,1
5605,1
5606,0
5607,2
5608,0
5609,1
5610,1
5611,0
5612,1
5613,0
5614,2
5615,0
5616,2
5617,2
5618,1
5619,2
5620,2
5621,0
5622,1
5623,1
5624,1
5625,1
5626,1
5627,1
5628,1
5629,0
5630,1
5631,0
5632,2
5633,1
5634,0
5635,1
5636,1
5637,1
5638,1
5639,0
5640,1
5641,0
5642,1
5643,2
5644,0
5645,1
5646,1
5647,0
5648,2
5649,1
5650,0
5651,0
5652,2
5653,2
5654,2
5655,1
5656,1
5657,1
5658,2
5659,1
5660,1
5661,1
5662,0
5663,1
5664,1
5665,0
5666,0
5667,2
5668,0
5669,0
5670,1
5671,1
5672,2
5673,0
5674,0
5675,2
5676,1
5677,0
5678,1
5679,1
5680,0
5681,0
5682,0
5683,0
5684,1
5685,2
5686,1
5687,2
5688,1
5689,1
5690,0
5691,2
5692,1
5693,1
5694,0
5695,1
5696,0
5697,2
5698,2
5699,2
5700,0
5701,0
5702,1
5703,0
5704,2
5705,1
5706,0
5707,1
5708,0
5709,2
5710,0
5711,1
5712,2
5713,2
5714,1
5715,0
5716,0
5717,0
5718,1
5719,1
5720,1
5721,1
5722,2
5723,1
5724,1
5725,1
5726,2
5727,1
5728,1
5729,0
5730,1
5731,1
5732,1
5733,2
5734,0
5735,1
5736,0
5737,1
5738,0
5739,2
5740,2
5741,1
5742,2
5743,0
5744,2
5745,2
5746,0
5747,2
5748,2
5749,2
5750,2
5751,1
5752,0
5753,2
5754,2
5755,2
5756,0
5757,0
5758,0
5759,2
5760,1
5761,0
5762,0
5763,1
5764,1
5765,2
5766,1
5767,1
5768,1
5769,2
5770,1
5771,1
5772,2
5773,0
5774,1
5775,1
5776,1
5777,1
5778,1
5779,2
5780,0
5781,0
5782,1
5783,0
5784,0
5785,0
5786,1
5787,1
5788,0
5789,1
5790,1
5791,0
5792,0
5793,0
5794,0
5795,1
5796,2
